id,asins,brand,categories,dateAdded,dateUpdated,ean,features.key,features.value,manufacturer,manufacturerNumber,name,sizes,upc,weight
AVpfC8wYilAPnD_xTwKX,,Bell & Gossett,"Food,Pickles,Grocery",2016-11-05T22:50:29Z,2016-11-05T22:50:29Z,31500001273,Ingredients,"Cucumbers,Water,Distilled Vinegar,Salt,Garlic,Spices,Calcium Chloride,Natural Flavors,Fd&C Yellow 5.",B&G FOODS INC.,3150000127,B&g Kosher Dill Pickle Spears,,31500001273,
AVpgkhYGLJeJML43Px4b,,Asian Harvest,"Food,Canned Vegetables,Grocery",2017-01-09T20:05:54Z,2017-01-09T20:05:54Z,70303054833,Ingredients,"Water Chestnuts,Water,and Citric Acid.",ASIAN HARVEST,460238,Sliced Water Chestnuts,,70303054833,
AVpfNwNF1cnluZ0-gWQG,,Blue Bird Bakeries,"Cookies,Food,Grocery",2017-01-23T05:30:45Z,2017-01-23T05:30:45Z,,Ingredients,"Peanut Butter (Peanuts, Salt, Hydrogenated Vegetable Oil Cottonseed Oil, Canola Oil, And/Or Soybean Oil),Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate Vitamin B1, Riboflavin Vitamin B2, Folic Acid),Sugar,Dextrose,Hydrogenated Palm Kernel Oil,Vegetable Shortening (Palm And Soybean Oil),Contains 2 Or Less of Each of The Following: Cocoa,Water,Soy Lecithin,Soybean Oil,Salt,Ammonium Bicarbonate,Leavening (Sodium Bicarbonate),Cornstarch,Vanillin (An Artificial Flavor),Mono- And Diglycerides,Polysorbate 60,Nonfat Milk,Preserved With Sodium Propionate And Sorbic Acid. Manufactured In A Facility That Also Processes Products Containing Egg.",Flowers Foods,FLOWER723535031,"Blue Bird Bakeries Peanut Butter Wafers, 12ct",,72359350310,
AVpf08iBLJeJML43Ed7-,,Utz,"Chips,Food,Grocery",2017-01-07T20:21:17Z,2017-01-07T20:21:17Z,,Ingredients,"Potatoes,Cottonseed Oil and Salt.","UTZ Quality Foods, Inc.",1KU70EXO135K,"Utz Original Potato Chips, 1.875 Oz",,41780000040,
AVpi1dulLJeJML43pfpu,,Season,"Food,Canned Vegetables,Grocery",2017-01-07T20:16:08Z,2017-01-07T20:16:08Z,,Ingredients,"Hearts of Palm,Water,Salt,and Citric Acid.",MANISCHEWITZ,7030304030,"Season Hearts of Palm Whole, 7.8 Oz",,70303040300,
AVpi1siz1cnluZ0-RHEC,,Campbell's,"Soups,Food,Grocery",2017-01-07T20:14:09Z,2017-01-07T20:14:09Z,51000006189,Ingredients,"Chicken Stock,Chicken Meat,Carrots,Enriched Egg Noodles (Wheat Flour, Egg Whites, Eggs, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid),Celery,Modified Food Starch,Contains Less than 2 of: Water,Chicken Fat,Sauterne Wine,Red Peppers,Yeast Extract,Sugar,Dehydrated Onions,Potassium Chloride,Dehydrated Garlic,Flavoring,Spice,Sodium Phosphate,Beta-Carotene for Color.",Campbell Soup Company,,Campbell's Low Sodium Chicken With Noodles Soup 10.75oz,305,51000006189,
AVpgnFlTLJeJML43QWzu,,Glory Foods,"Food,Canned Vegetables,Grocery",2016-11-07T01:25:42Z,2016-11-07T01:25:42Z,7.36E+11,Ingredients,"Green Beans,Water,Less Than 1% of: Natural Flavor,Natural Smoke Flavor,Sea Salt,Potato Starch,Dried Cane Syrup,Dried Onion,Apple Cider Vinegar,Garlic Powder and Spice. Process in a facility that also processes peanuts.",Glory Foods,70343,"Glory Foods Sensibly Seasoned String Beans, 15 Oz",,7.36E+11,
AVpe_eGqilAPnD_xSiPF,B000MAMDC6,Peloponnese,"Food,Olives,Grocery",2016-11-05T22:55:15Z,2016-11-05T22:55:15Z,37279080013,Ingredients,"Green Olives,Black Olives,Water,Red Wine Vinegar,Concentrate Grape Juice,Sea Salt,Extra-Virgin Olive Oil,Spice.",Hormel Foods Corp. Grocery,17867,Peloponnese Country Olive Mix (net Glass Jars,,37279080013,
AVpe_dyqLJeJML43z9zl,,Duncan Hines,"Baking,Food,Grocery",2017-01-07T20:18:11Z,2017-01-07T20:18:11Z,6.44E+11,Ingredients,"Sugar,Water,Vegetable Oil Shortening (Partially Hydrogenated Soybean and Cottonseed Oils, Mono- and Diglycerides, Polysorbate 60),Corn Syrup,Cocoa Powder Processed With Alkali. Contains 2 Or Less of: Corn Starch,Salt,Nonfat Dry Milk,Cream Powder (Cream, Nonfat Milk, Soy Lecithin),Preservative (Potassium Sorbate),Sodium Acid Pyrophosphate,Citric Acid,Artificial Buttercream Flavor,Lactic Acid,Ascorbic Acid. Contains Milk,Soy.",Pinnacle Foods Group LLC,47103,Duncan Hines Chocolate Buttercream Creamy Home-style Frosting 16 Oz Canister,,6.44E+11,
AVpfGnYxLJeJML432c1o,B00OIUVHFK,Caramel Creams,"Food,Grocery,Caramels",2015-10-31T00:35:11Z,2016-10-17T16:35:07Z,70622441017,Ingredients,"Wheat Flour,Corn Syrup,Dextrose,Sugar,Partially Hydrogenated Soybean Oil,High Fructose Corn Syrup,Modified Whey,Skim Milk,Cream,Mono And Diglycerides,Salt,Soy Lecithin,Corn Starch,And Artificial Flavor. Contains Wheat,Milk,And Soy Ingredients.",GOETZE'S,85969,"Caramel Creams Original Candy, 4 Oz",,70622441017,4 ounces
AVpfzAI01cnluZ0-rdKA,,Alessi,"Vinegar,Food,Grocery",2016-11-04T03:03:51Z,2016-11-04T03:03:51Z,71072011324,Ingredients,"White Wine Vinegar,Grape Musts.",Alessi,7107201132,"Alessi White Balsamic Vinegar, 12.75 Fl Oz",,71072011324,
AVpgnZHg1cnluZ0-3-9w,,Olde Cape Cod,"Condiments,Food,Grocery",2016-11-09T17:27:04Z,2016-11-09T17:27:04Z,90997202006,Ingredients,"Cane Sugar,Mustard Flour,Apple Cider Vinegar,Canola Or Soybean Oil,Corn Syrup,Water,Molasses,Honey,Natural Flavors,Spice Extract.",TREE HOUSE FOODS INC,9099720200,Honey Mustard,,90997202006,
AVpfQd3k1cnluZ0-hPlF,,Sweet's,"Other Grocery,Food,Chocolate",2016-11-05T23:00:49Z,2016-11-05T23:00:49Z,,Ingredients,"Dark Chocolate [Sugar,Chocolate Liquor,Cocoa Butter,Soy Lecithin (Added As An Emulsifier),Vanilla Extract],Corn Syrup,Sugar,Pectin,Blueberry Juice Concentrate,Natural Flavor,Malic Acid,Sodium Citrate. May Contain Trace Amount of Milk Chocolate. Manufactured In A Facility That Processes Peanuts and Tree Nuts.",Sweet's Candies,375,"Sweet???s Dark Chocolate Blueberry Sticks, 10.5 Oz",,71443003750,
AVpfrNXDilAPnD_xgMEY,,Skor,"Food,Chocolate,Grocery",2016-11-02T20:10:28Z,2016-11-02T20:10:28Z,34000003709,Ingredients,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Milk Fat, Lactose, Salt, Lecithin (Soy), Natural Flavor),Sugar,Dairy Butter (Milk),Almonds,Contains 2 Or Less of: Sweetened Condensed Milk (Milk, Sugar),Salt,Sunflower Oil.",Hershey,434654,"Hersheys Skor Delicious Milk Chocolate - 1.4 Oz, 18 Ea",1,34000003709,
AVpgqavcilAPnD_xvooU,"B00I08JAGE,B00MPZ3KEG",The Original Donut Shop,"Coffee,Food,Grocery",2016-04-21T05:24:53Z,2017-01-16T19:32:47Z,99555085273,Ingredients,Arabica Coffee.,"Green Mountain Coffee, Inc.",NA,The Original Donut Shop Coffee Decaf Medium Roast K-cup Pods - 12 Ct,,99555085273,2.8 pounds
AVpfH7JgilAPnD_xVceT,"B00D1W2D1S,B00CRAQ6BI",Lipton,"Food,Beverages,Tea,Grocery",2015-05-11T13:52:25Z,2017-01-16T19:30:53Z,41000100307,Ingredients,"Green Tea,Orange Peel,Chamomile,Flowers,Licorice Root,Roasted Chicory Root,Natural Flavor,Soy Lecithin. Made With Natural Tea And Flavors From Natural Sources.",Unilever,10041,Green Tea Honey,,41000100307,
AVpgiCDcLJeJML43PN9p,B0025WGHEE,Gatorade,"Beverages,Food,grocery",2017-01-14T19:46:41Z,2017-01-14T19:46:41Z,52000340198,Ingredients,"Sugar,Dextrose,Citric Acid,Salt,Sodium Citrate,Monopotassium Phosphate,Calcium Silicate,Modified Food Starch,Natural and Artificial Flavor,Yellow 5.",Gatorade,,Gatorade G Series Lemon-lime (76.5 Oz/makes 9 Gallons),76.5 2168g,52000340198,4.4 pounds
AVpfSAJj1cnluZ0-hu9E,"B00NMEM7NO,B002RBOCIQ",Lindt and Sprungli,"Food,Chocolate,grocery",2017-01-07T20:27:48Z,2017-01-07T20:27:48Z,37466019529,Ingredients,"Sugar,Cocoa Butter,Milk,Chocolate,Lactose,Skim Milk,Soya Lecithin (Emulsifier),Barley Malt Extract,Artificial Flavoring (Vanillin),.",Lindt,866004,"Lindt Swiss Premium Milk Chocolate, 10.58-ounce Packages (pack of 4) New",,37466019529,7.4 pounds
AVpfAOCrLJeJML430O8K,B00LNFZHYA,TIM HORTON,"Coffee,Food,grocery",2017-01-18T18:48:22Z,2017-01-18T18:48:22Z,,Ingredients,"Arabica Coffee (100),Decaffeinated by the Swiss Water Process (Trademarks of Swiss Water Decaffeinated Coffee Co., used under license),.",Tim Hortons,,Tim Hortons Decaf Coffee 72 Count Realcups,,63209057510,
AVpgxrI7LJeJML43Sp3m,,Allens,"Food,Canned Vegetables,Grocery",2017-01-07T20:16:05Z,2017-01-07T20:16:05Z,,Ingredients,"Mustard Greens,Water,Sugar,Salt,Minced Onion,Hydrolyzed Corn Protein,Sodium Diacetate,Spices,Artificial Flavor (Natural Smoke Flavor, Caramel Color, Spice Extractives),Autolyzed Yeast Extract,Maltodextrin,Sodium Inosinate.",Sager Creek Vegetable Company,19411,The Allens Seasoned Mustard Greens 14 Oz Can,14,34700194110,
AVpisJU4LJeJML43oJor,,Cheetos,"Chips,Food,Grocery",2017-01-07T20:21:11Z,2017-01-07T20:21:11Z,28400162029,Ingredients,"Enriched Corn Meal (Corn Meal, Ferrous Sulfate, Niacin, Thiamin Mononitrate, Riboflavin, and Folic Acid),Vegetable Oil (Corn, Canola and/or Sunflower Oil),Cheese Seasoning (Whey, Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Canola Oil, Maltodextrin (Made from Corn), Salt, Whey Protein Concentrate, Monosodium Glutamate, Natural and Artificial Flavors, Lactic Acid, Citric Acid, Artificial Color (Yellow 6)),and Salt.","Frito-Lay, Inc.",284016202,Cheetos‹¨«‹¨« Crunchy Cheese Flavored Snacks 1.125 Oz. Bag,,28400162029,
AVphw8iVLJeJML43ekXx,,Goya Food,"Food,Beans,Grocery",2017-01-07T20:12:08Z,2017-01-07T20:12:08Z,41331023658,Ingredients,"Black Beans,Water,Potassium Chloride and Salt.","GOYA FOODS, INC.",4133102365,Beans Black 29,,41331023658,
AVphyq_tilAPnD_x9XwN,,KUNERS,"Food,Beans,Grocery",2017-01-07T20:12:53Z,2017-01-07T20:12:53Z,72273478527,Ingredients,"Cooked Black Beans,Water,Green Chiles,Soybean Oil,Onion Powder,Salt,Spices,Garlic Powder.",CONSERVAS LA COSTENA S A,,Southwestern Refried Black Beans With Roasted Chilies,,72273478527,
AVpfmqo41cnluZ0-n1r2,,Snapple,"Food,Beverages,Juice,Grocery",2017-01-18T18:48:24Z,2017-01-18T18:48:24Z,76183008508,Ingredients,"Filtered Water,Sugar,Apple and Pear Juice Concentrates,Citric Acid,Vegetable and Fruit Juices (for Color),Natural Flavors.",Snapple Beverage Corp,7618300850,Juice Drink,,76183008508,
AVpfnzTSilAPnD_xfL_0,,Pure Growth Organic Foods,"Other Grocery,Chips,Food",2017-01-07T20:21:45Z,2017-01-07T20:21:45Z,8.54E+11,Ingredients,"Organic Brown Rice,Organic Yellow Corn,Seasoning (Organic Cane Juice, Organic Vinegar Powder, Organic Onion, Organic Green Bell Pepper, Sea Salt, Organic Tomato Powder, Organic Jalapeo, Organic Cayenne Pepper, Organic Black Pepper, Organic Cilantro, Natural Flavor),Organic Sunflower Oil,Organic Flax Seeds,Organic Quinoa,Organic Chia Seeds,Organic Kale Flakes.","PURE GROWTH ORGANIC FOODS, LLC",85409800610,"Pure Growth Organic Sweet Jalapeno Super Chips, 3.5 Oz",,8.54E+11,
AVpe598KilAPnD_xQjOM,,AriZona,"Food,Beverages,Tea,Grocery",2017-01-16T19:31:00Z,2017-01-16T19:31:00Z,6.13E+11,Ingredients,"Premium Brewed Black Tea Using Filtered Water,Natural Flavors,Honey (Contributes A Dietary Insignificant Amount Of Sugar),Natural Bisulfate Of Soda,Vitamin C. Ingredients: Premium Brewed Blend of Black Teas Using Filtered Water,Natural Flavor,Honey (Adds a Dietarily Insignificant Amount of Sugar),Natural Bisulfate of Soda.",ARIZONA BEVERAGE COMPANY,,Iced Tea - Unsweetened Brewed,,6.13E+11,
AVpjGSthilAPnD_xKaot,,Voortman,"Cookies,Food,Grocery",2017-01-12T05:52:53Z,2017-01-12T05:52:53Z,67312003488,Ingredients,"Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid),Vegetable Oil (Canola, Soybean, Palm and Palm Kernel, Sunflower),Sugar,Salt,Natural and Artificial Flavor,Eggs,Artificial Color (FDC Yellow 5, FDC Yellow 6),.",Voortman Cookies,680348,"Voortman Shortbread Swirl Cookies, 8.8 Oz",,67312003488,
AVpfQ0E11cnluZ0-hW94,,Del Monte,"Food,Canned Vegetables,Grocery",2016-11-11T09:25:43Z,2016-11-11T09:25:43Z,24000357766,Ingredients,"Tomatoes,Tomato Juice,High Fructose Corn Syrup,Red Bell Pepper,Tomato Puree,Onions,Salt,Garlic Powder,Roasted Red Bell Pepper (Roasted Red Bell Peppers, Dextrose, Water, Salt, Natural Flavoring, Autolyzed Yeast Extract, Potato Starch, Spice),Citric Acid,Calcium Chloride,Spices,Onion Powder.",Del Monte Consumer Products,35776,Diced Tomatoes,,24000357766,
AVpg2bx7ilAPnD_xyDYb,,Seagram's,"Beverages,Food,Water,Grocery",2017-01-14T19:46:35Z,2017-01-14T19:46:35Z,72979000237,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Quinine And Natural Flavors,Potassium Sorbate (To Protect Taste),.",The Coca-Cola Company,COKESC201200023,Tonic Water,,72979000237,
AVpg27XyilAPnD_xyJGW,,Woeber's,"Condiments,Food,Grocery",2017-01-09T20:06:21Z,2017-01-09T20:06:21Z,74680004115,Ingredients,"Organic Whole Mustard Seed,Organic Distilled White Vinegar,Filtered Water,Sea Salt.",Woeber's,232694,Mustard Spicy,,74680004115,
AVph-t_J1cnluZ0-Iflp,,IBERIA FOODS CORP.,"Baking,Food,Grocery",2016-11-09T17:31:44Z,2016-11-09T17:31:44Z,75669197057,Ingredients,"Whole Milk,Disodium Phosphate,Carrageenan And Vitamin D.",IBERIA,19705,"Iberia Evaporated Milk, 12 Oz",,75669197057,
AVpfPOKKLJeJML435Tec,,Diamond,"Other Grocery,Food",2017-01-19T18:50:21Z,2017-01-19T18:50:21Z,10300843191,Ingredients,"Dry Roasted Almonds,Modified Food Starch,Natural Artificial Flavors,Cocoa Powder (Processed with Alkali),Salt,Acesulfame Potassium,Sucralose.",Diamond Foods,84337,"Diamond 84337 Cocoa Roast Almonds, 1.5 Oz. Tube Package, 12/box",,10300843191,
AVpgQmXKilAPnD_xp39d,B00CMQE1QY,Calbee,"Other Grocery,Chips,Food",2015-08-24T21:42:43Z,2017-01-07T20:21:09Z,,Ingredients,"Green Peas,Vegetable Oil (Canola, Sunflower, and/Or Safflower Oil),Rice,Wasabi Ranch Seasoning (Salt, Cultured Nonfat Milk, Milk, Sugar, Tomato Powder, Onion Powder, Maltodextrin, Garlic Powder, Yeast Extract, Natural Flavors [Pasteurized Milk, Cultures, Salt, Enzymes], Spices, White Distilled Vinegar, Dehydrated Parsley, Lactic Acid, Whey, Wasabi Powder),Calcium Carbonate and Vitamin C (Ascorbyl Palmitate),. Contains: Milk. Allergen Information: Made In A Facility That Also Manufactures Products Containing Wheat,Milk,Soy,Shrimp and Fish.",Calbee America Inc,BG11225,"Calbee Harvest Snaps Snapea Crisps Wasabi Ranch, 3.3 Oz",,71146002470,
AVphJa0F1cnluZ0--7eh,B00CMQE3GC,Calbee,"Other Grocery,Chips,Food",2017-01-07T20:21:13Z,2017-01-07T20:21:13Z,71146002487,Ingredients,"Green Peas,Vegetable Oil (Canola, Sunflower, and/or Safflower Oil),Rice,Black Pepper Seasoning (Salt, Corn Starch, Spice, Sugar, Maltodextrin, Mushroom Powder, Onion Powder, Garlic Powder, Yeast Extract, White Distilled Vinegar, Salt, Citric Acid, Spice Extractive),Calcium Carbonate,and Vitamin C (Ascorbyl Palmitate),. Safe Handling",Calbee America Inc,BG11226,"Snapea Crisps Black Pepper, 3.3 Oz",,71146002487,
AVpgNvDK1cnluZ0-yLuf,,Monster,"Beverages,Food,Grocery",2017-01-14T19:41:28Z,2017-01-14T19:41:28Z,70847814016,Ingredients,"Carbonated And Nitrogenated Water,Sucrose,Glucose,Natural Flavor,Taurine,Citric Acid,Sodium Citrate,Panax Ginseng Root Extract,Caffeine,Potassium Sorbate,Whey Protein (Milk),Sodium Benzoate,Caramel Color,Niacinamide,Sucralose,L-Carnitine,Sodium Chloride,Glucuronolactone,Guarana Seed Extract,Inositol,Pyridoxine Hydrochloride,Riboflavin,Maltodextrin,Yerba Mate,Cyanocobalamin.",Hansen Beverage Co.,COKESC201281401,"Monster Energy Extra Strength Anti-gravity Energy Supplement, 12 Oz",,70847814016,
AVpg1rQh1cnluZ0-681b,B0005YX8UK,Popped,"Food,Rice Cakes,Grocery",2015-05-11T13:50:25Z,2016-09-04T16:20:32Z,30000169124,Ingredients,"Whole Grain Brown Rice Flour,Degerminated Milled Corn,Sunflower Oil,Salt,Maltodextrin,Onion Powder,Natural Flavor,Sour Cream* (Cream, Nonfat Milk, Cultures),Dry Whey*,Buttermilk Powder*,Nonfat Dry Milk*,Garlic Powder,Sugar,Spices,Gum Arabic,Tocopherols (Preservative),. Contains Milk Ingredients. *Contains A Dietarily Insignificant Amount of Cholesterol.",Quaker Foods & Snacks,16912,Quaker Popped Sour Cream & Onion Rice Crisps 3.03 Oz Bag (pack of 12),,30000169124,4 pounds
AVpfBZObilAPnD_xTOD2,B00RTK4FZK,Puroast Low Acid Coffee,"Grocery,Coffee,Food",2015-10-30T21:09:56Z,2017-01-16T19:32:59Z,7.32E+11,Ingredients,"100 Roasted Coffee. Includes 10 of each: Vanilla Nut,House Blend Decaf,and Organic French Roast,100 premium coffee,no additives,gluten free,calorie free,No sugar needed,gives you all of the coffee flavor without the bitterness,which is why you don't need sugar,7 times more antioxidants than green tea and 5 times more antioxidants than other coffees,70 less acidity compared to other leading coffees,which makes Puroast ideal for people with chronic heartburn,ulcers or acid reflux,Great tasting coffee any time of the day",Puroast Coffee,cc4090-30,Puroast Low Acid Coffee Mixed Single Serve Keurig Cups,,7.32E+11,1.4 pounds
AVphPsS6ilAPnD_x3GA8,,Herr's,"Food,Pretzels,Grocery",2016-05-05T00:41:14Z,2016-06-20T08:29:41Z,72600023055,Ingredients,"Chocolate Coating (Sugar, Cocoa Butter, Milk, Chocolate Liquor, Soy Lecithin [An Emulsifier], Vanilla),Pretzels (Whole Grain Wheat Flour, Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B-1}, Riboflavin {Vitamin B-2}, Folic Acid], Sugar, Honey, Cottonseed Oil, Corn Oil, Salt, Vegetable Fiber, Maltotame, Yeast and Soda),.",Herr Foods Inc.,305,"Herr's Real Chocolate Covered Pretzel Sticks, 5 Oz",,72600023055,
AVphE6HqLJeJML43Wccq,B0065QLOB2,Kitchen Basics,"Soups,Food,grocery",2017-01-07T20:09:16Z,2017-01-07T20:09:16Z,6.11E+11,Ingredients,"Vegetable Stocks (Onion, Celery, Carrot, Mushroom, Red Pepper),Tomato Paste.","KITCHEN BASICS,INC",1065424,Kitchen Basics‹¨«‹¨« Unsalted Vegetable Cooking Stock 8.25 Oz. Aseptic Carton,,6.11E+11,
AVpglWFS1cnluZ0-3hrQ,,Marzetti,"Food,Salad Dressings,Grocery",2015-11-09T12:44:50Z,2016-11-09T17:29:00Z,70200540309,Ingredients,"Soybean Oil,Buttermilk,Distilled Vinegar,Egg Yolk,Salt,Sugar,Garlic*,Autolyzed Yeast Extract,Onion*,Spices,Xanthan Gum,Natural Flavors. *Dehydrated. Contains Milk And Eggs.",T. Marzetti Company,54030,"Marzetti Classic Ranch Dressing, 24 Fl Oz",,70200540309,1.5 lbs
AVph4x3G1cnluZ0-Hhmn,,ROLD GOLD,"Food,Pretzels,Grocery",2016-05-05T00:47:50Z,2016-06-20T08:49:14Z,28400034647,Ingredients,"Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, And Folic Acid),Sugar,Corn Syrup,Corn Oil,Spices (Including Cinnamon),Raisin Powder,Raisin Juice,Salt,Malt Extract,Wheat Starch,Maltodextrin (Made from Corn),Molasses,Ammonium Bicarbonate,Sunflower Oil,Calcium Stearate,Sunflower Lecithin,And Natural Flavor. Contains Wheat Ingredients.",Frito-Lay,2840003464,"Rold Gold Cinnamon Raisin Braided Pretzel Twists, 10 Oz",,28400034647,
AVpe8w-AilAPnD_xRki0,,Reese,"Food,Condiments,Grocery",2016-10-27T04:28:48Z,2016-10-27T04:28:48Z,70670002864,Ingredients,"White Wine Vinegar,Water,Tarragon Flavor,Sulfites Added to Preserve Color.",WORLD FINER FOODS INC,,Tarragon Sprig Wine Vinegar,,70670002864,
AVph8FTU1cnluZ0-IFTo,,Red Fork,"Food,Sauces,Grocery",2017-01-09T20:06:22Z,2017-01-09T20:06:22Z,8.89E+11,Ingredients,"Tomato Puree (Filtered Water, Tomato Paste),Burgundy Wine (may contain Sulfites),Roasted Onion,Carrot,Dehydrated Mushrooms with Porcini,Celery,Roasted Garlic,Balsamic Vinegar,Salt,Vegetable Oil,Thyme and Black Pepper.",Red Fork Natural Foods,1114768,"Red Fork Sunday Pot Roast Seasoning Sauce, 8.0 Oz",,8.89E+11,
AVpgfLVmilAPnD_xtF7a,,Planters,"Other Grocery,Food,Produce",2016-11-07T19:24:39Z,2016-11-07T19:24:39Z,29000072091,Ingredients,"Peanuts,Contains 2 or Less of: Sea Salt,Spices (Contains Celery),Dried Onion,Dried Garlic,Paprika,Natural Flavor,Sugar,Gelatin,Torula Yeast,Cornstarch,Dried Corn Syrup,Maltodextrin.",Kraft,2900007209,"Planters Dry Roasted Peanuts, 20 Oz",,29000072091,
AVpfeHWAilAPnD_xcTzL,,Walden Farms,"Food,Salad Dressings,Grocery",2016-11-15T12:54:14Z,2016-11-15T12:54:14Z,72457331129,Ingredients,"Triple Filtered Purified Water,Apple Cider Vinegar,Soy Sauce (Gluten Free),Ginger,Salt,Garlic,Onion Powder,Natural Flavors,Worcestershire Sauce,Lemon Juice,Sucralose,Xanthan Gum,Sodium Benzoate (to Preserve Freshness),.",Walden Farms,,Salad Dressing Asian,,72457331129,
AVpgU6gn1cnluZ0-z8Gj,,Canada Dry,"Beverages,Food,Water,Grocery",2017-01-14T19:46:34Z,2017-01-14T19:46:34Z,78000147407,Ingredients,Carbonated Water.,"Dr Pepper/Seven Up, Inc",DPSUSC800080013,Sparkling Seltzer Original 20,,78000147407,
AVpfrT4DLJeJML43BrTz,,Cardini's,"Food,Salad Dressings,Grocery",2017-01-09T20:06:14Z,2017-01-09T20:06:14Z,71475010788,Ingredients,"Water,Balsamic Vinegar,Sugar,Soybean Oil,Distilled Vinegar,Salt,Spices,Dehydrated Garlic,Lemon Juice Concentrate,Xanthan Gum,Natural Flavor.",T. Marzetti Company,929901,Cardini Drssng Vngrt Lt Blsmc-12 Oz -pack of 6,,71475010788,
AVpfRbSA1cnluZ0-hjnO,,Ziyad,"Food,Beans,Grocery",2016-11-05T09:10:42Z,2016-11-05T09:10:42Z,74265002338,Ingredients,"White Chick Peas,Salt.",Ziyad Brothers Importing,,Ziyad Pea Chick Wht Rstd,,74265002338,
AVpjWxVM1cnluZ0-V1DM,B0062JDTK6,La Preferida,"Peas,Food,Beans,Grocery",2017-01-07T20:13:07Z,2017-09-11T20:56:19Z,71524159536,Ingredients,"Organic Garbanzo Beans,Water,Sea Salt.",La Preferida,210182,"La Preferida Organic Chick Peas & Garbanzo Beans, 15-Ounce (Pack of 6)",,71524159536,
AVpisy01ilAPnD_xGuYh,B001SAY0JS,Badia,"Cajun Seasoning,Food,Grocery",2016-11-07T00:18:46Z,2017-09-06T01:30:44Z,33844007447,Ingredients,"Spices Including Paprika,Salt,Dehydrated Garlic,Dehydrated Onion,Extractives of Paprika,and Silicon Dioxide Added to Prevent Caking.",Badia,33844007447,Badia Seafood Seasoning Creole Blend (Formerly Blackened Redfish) 4.5 OZ 1 Count,,33844007447,
AVpgokyAilAPnD_xvN7q,,Bigelow Tea,"Food,Beverages,Tea,Grocery",2017-01-16T19:30:58Z,2017-09-06T04:49:45Z,,Ingredients,"Decaffeinated Green Tea,Hibiscus,Apple,Rose Hips,Natural Pomegranate Flavor with other Natural Flavors (Soy Lecithin),Licorice Root,Pomegranate Peel.","R.C. Bigelow, Inc.",00VTHKIIT019SIC,Bigelow¶© Green Tea with Pomegranate Decaffeinated Tea Bags 1.28 oz. Box,,72310042810,
AVphSgTG1cnluZ0-AqN3,,Ocean Spray,"Food,Beverages,Juice,Grocery",2017-01-18T18:48:21Z,2017-09-06T04:49:36Z,31200202994,Ingredients,"Filtered Water,Sugar,Apple Juice (Water,Apple Juice Concentrate),Cranberry Juice (Water,Cranberry Juice Concentrate),Raspberry Juice (Water,Raspberry Juice Concentrate),Grape Juice (Water,Grape Juice Concentrate),Natural Flavor,Fumaric Acid,Citric Acid,Vegetable Concentrate for Color,Sodium Citrate,Ascorbic Acid (Vitamin C),Cane or Beet Sugar,Apple Juice from Concentrate,Cranberry Juice from Concentrate,Raspberry Juice from Concentrate,Grape Juice from Concentrate,Carrot Juice from Concentrate,Natural Flavors,.","Ocean Spray Cranberries, Inc.",3120020299,"Ocean Spray Cran-Raspberry, 3 Liter Bottle",,31200202994,
AVpf0c1T1cnluZ0-r35Q,,Ziyad,"Food,Beverages,Water,Grocery",2016-03-01T20:18:35Z,2017-09-06T04:49:46Z,74265005148,Ingredients,"Water,Rose Flavour.",Ziyad,606493,"Ziyad Rose Water, 10.5 fl oz, ()",,"30,684,338,410,074,200,000,000",
AVpe9Cst1cnluZ0-aoOb,B001BM6PKK,Health Valley,"Chicken,Grocery,Bouillon,Food",2015-10-30T10:35:12Z,2017-08-06T15:53:25Z,35742221116,Ingredients,"Filtered Water,Concentrated Chicken Broth,Chicken Fat,Onion Powder,Turmeric,Ground Celery Seeds,White Pepper.",Health Valley,35742221116,"Health Valley No Salt Added Broth, Chicken, 14.25 Ounce (Pack of 12)",,35742221116,
AVpgHANrLJeJML43JEGa,B0048KCTWK,A Taste of Thai,"Grains & Rice,Food,Grocery",2016-11-04T11:58:40Z,2017-08-06T16:11:43Z,70650800114,Ingredients,"Jasmine Rice (100%),.","Andre Prost, Inc.",70650800114,"A Taste of Thai Jasmine Rice, 17.6-Ounce Boxes (Pack of 6)",,70650800114,
AVpf2BgJilAPnD_xjTf_,B006OCIJ1K,Seasons,"Tuna Fish,Food,Grocery",2016-11-04T02:58:48Z,2017-09-11T20:57:02Z,70303024904,Ingredients,"Solid White Albacore Tuna,Water,Salt.",Seasons,70303024904,"Season Tuna Albacore in Water, 5 oz (Pack Of 24)",,70303024904,
